,Variance of Vertex to Vertex Slope,Hjorth_Activity,Hjorth_Mobility,Hjorth_Complexity,Kurtosis,2nd Difference Mean,2nd Difference Max,Skewness,1st Difference Mean,1st Difference Max,FFT Delta MaxPower,FFT Theta MaxPower,FFT Alpha MaxPower,FFT Beta MaxPower,Delta/Theta,Delta/Alpha,Theta/Alpha,(Delta+Theta)/Alpha,1Wavelet Approximate Mean,Wavelet Approximate Std Deviation,Wavelet Approximate Energy,Wavelet Detailed Mean,Wavelet Detailed Std Deviation,Wavelet Detailed Energy,Wavelet Approximate Entropy,Wavelet Detailed Entropy,2Wavelet Approximate Mean,Wavelet Approximate Std Deviation.1,Wavelet Approximate Energy.1,Wavelet Detailed Mean.1,Wavelet Detailed Std Deviation.1,Wavelet Detailed Energy.1,Wavelet Approximate Entropy.1,Wavelet Detailed Entropy.1,3Wavelet Approximate Mean,Wavelet Approximate Std Deviation.2,Wavelet Approximate Energy.2,Wavelet Detailed Mean.2,Wavelet Detailed Std Deviation.2,Wavelet Detailed Energy.2,Wavelet Approximate Entropy.2,Wavelet Detailed Entropy.2,4Wavelet Approximate Mean,Wavelet Approximate Std Deviation.3,Wavelet Approximate Energy.3,Wavelet Detailed Mean.3,Wavelet Detailed Std Deviation.3,Wavelet Detailed Energy.3,Wavelet Approximate Entropy.3,Wavelet Detailed Entropy.3,5Wavelet Approximate Mean,Wavelet Approximate Std Deviation.4,Wavelet Approximate Energy.4,Wavelet Detailed Mean.4,Wavelet Detailed Std Deviation.4,Wavelet Detailed Energy.4,Wavelet Approximate Entropy.4,Wavelet Detailed Entropy.4,6Wavelet Approximate Mean,Wavelet Approximate Std Deviation.5,Wavelet Approximate Energy.5,Wavelet Detailed Mean.5,Wavelet Detailed Std Deviation.5,Wavelet Detailed Energy.5,Wavelet Approximate Entropy.5,Wavelet Detailed Entropy.5,7Wavelet Approximate Mean,Wavelet Approximate Std Deviation.6,Wavelet Approximate Energy.6,Wavelet Detailed Mean.6,Wavelet Detailed Std Deviation.6,Wavelet Detailed Energy.6,Wavelet Approximate Entropy.6,Wavelet Detailed Entropy.6,8Wavelet Approximate Mean,Wavelet Approximate Std Deviation.7,Wavelet Approximate Energy.7,Wavelet Detailed Mean.7,Wavelet Detailed Std Deviation.7,Wavelet Detailed Energy.7,Wavelet Approximate Entropy.7,Wavelet Detailed Entropy.7,AR1,AR2,AR3,AR4,AR5,AR6,AR7,AR8,AR9,AR10,AR11,AR12,AR13,AR14,AR15,AR16,AR17,AR18,AR19,AR20,AR21,AR22,AR23,AR24
0.1355678062081813,-0.3212415642587898,0.3473372364195293,-0.4304771459400584,-1.2716139179107715,-0.2135772417583595,1.5371939956193077,0.3174418327526574,-0.1978291564577042,-0.3532987719860583,0.4590459212792952,0.1974090550914026,0.0435168306352703,-0.0214603830270541,1.020364933650604,2.3555455036746578,-0.2082956246317431,2.215962551435143,1.1396179704686156,-0.3055265318825913,-0.7845208346063006,-0.4870570162891645,-0.3069088265928283,-0.3280738785282439,-0.32854268205913,-0.7583886153278683,1.1751271012187787,-0.2926966954743958,-0.8006406851785102,-0.4701086465239017,-0.3003730224370931,-0.3270616345576779,-0.3277387369984931,-0.7732858499741809,1.166405971600188,-0.2986243968557925,-0.7969755907363487,-0.4780030843024567,-0.3047778587774655,-0.3277205608478547,-0.3282567695128505,-0.7699208570410853,1.1275442920706729,-0.313787117464914,-0.7793369730357489,-0.4986016545843862,-0.3131736203866321,-0.3289920959500079,-0.329259775618232,-0.7536207701705608,1.1116082623151702,-0.317610815533147,-0.7717871963872502,-0.5039292244367233,-0.3141367308942298,-0.3291482664870484,-0.3293853967306454,-0.7466190133893226,1.140111909534969,-0.3054462923539731,-0.7847479807936595,-0.4873479457056704,-0.3069860092546508,-0.3280858548311884,-0.32855204501648,-0.7585988248229648,1.1755398483609576,-0.2925616409690157,-0.8008177597902026,-0.4703286028759056,-0.3004351502928182,-0.3270717487835932,-0.3277466591455691,-0.7734486520773665,1.167272323987372,-0.2984002034476175,-0.7973611346741771,-0.4780824326661839,-0.3047783893556164,-0.3277212611754261,-0.3282571285285318,-0.7702766570141555,-0.3592349259440009,0.3609103640699849,-0.1150707964106055,-0.3798988088090138,0.260105634728734,-0.0070915017344809,-0.3720523549294925,0.3138432276201358,-0.0621366355760226,-0.3524301326073386,0.4514575740504555,-0.203966951107317,-0.3451562325060341,0.4848283159188635,-0.2397298815187419,-0.36064339230803,0.3626271506744568,-0.1156462255561672,-0.381355392199092,0.2613873635218815,-0.0072288133571482,-0.3733251338716337,0.3145438775017243,-0.061858854575744,3
0.1400211562027551,-0.3218057190256611,0.3533901572302133,-0.44152711115507,-1.2708992366284542,-0.2191075768762349,1.537774091570272,0.3198697419790647,-0.2022905216785001,-0.353948389157994,-0.0100455279503028,0.0601185835327092,-0.04264855764583,0.0096704511215993,-0.2788650077113845,0.0009549958308846,-0.4268118793859157,0.0209697173579349,1.11521536602084,-0.3184066125074561,-0.7735876810224435,-0.5049037204550599,-0.3136651158756603,-0.329092802731652,-0.3293467291034305,-0.7482967050205385,1.131170320374393,-0.3097076479606177,-0.7806714611543991,-0.492529810686741,-0.3083530500360092,-0.3282983337894291,-0.3287218300522468,-0.7548290019841716,1.173050529232858,-0.2931719750869115,-0.7997682674508079,-0.4709359711066337,-0.2996636838260854,-0.3269514285574897,-0.327652459230602,-0.7724822559429528,1.182378812967381,-0.2930094118483402,-0.8042785111963274,-0.4710499500003636,-0.300419310515764,-0.3270662307262866,-0.3277411807782103,-0.7766754348481808,1.1469423731215702,-0.3088424428548942,-0.7883163398313936,-0.4922304673930014,-0.309384477740842,-0.3284388251435395,-0.3288292672985446,-0.7619372659856272,1.1155915434183536,-0.3183433514009946,-0.7737603873040135,-0.5053146127400602,-0.3137059184395371,-0.3290998641766302,-0.3293521191746118,-0.7484565397608537,1.131011728837604,-0.3098674554217201,-0.7805952850472963,-0.4929566575050794,-0.3084142696757796,-0.3283088187784218,-0.3287299923803675,-0.7547583868787102,1.1726271348136363,-0.2933630557727578,-0.7995644950341108,-0.4710097698018864,-0.2997130668934315,-0.3269592322384717,-0.3276588052723092,-0.7722930976256462,-0.3268368910364236,0.4824545729726849,-0.2495348037255676,-0.3343073048626926,0.387872944180514,-0.157849278705399,-0.3595817824122683,0.2546579200192912,-0.0160082350764987,-0.3612521896491031,0.2624317597365098,-0.0220088670614096,-0.3401616614637722,0.3965454061041727,-0.1609529401605595,-0.3282795122199309,0.4832902471500117,-0.2493057552287836,-0.3334999898221426,0.3894973629294009,-0.1599137530047692,-0.3581302791313597,0.2550071519077782,-0.0173981933270814,3
0.1404218235992101,-0.3218796409659353,0.3553308773087468,-0.4447545518944871,-1.2716063092028336,-0.2191482519036296,1.5461327291699936,0.3173006174820753,-0.2031740012680556,-0.3530032330864894,0.0043234461271539,0.2145828683682026,0.0867783714858611,0.0240773495812841,-0.4165331488152636,-0.1331226844616268,-0.2831946582731104,-0.0889582592603877,1.155104451530707,-0.3082236703765166,-0.7921972613826487,-0.484446705068988,-0.3079895346864381,-0.3282169754799061,-0.3286543056547701,-0.7655404660020229,1.1217356275500832,-0.3194567885585386,-0.7767803919880701,-0.496027714752637,-0.312861439508747,-0.3289452718842929,-0.3292298753849644,-0.7512690808698008,1.1237590242355142,-0.3146410678626191,-0.7775106258988325,-0.4949372844893632,-0.3110167255721281,-0.3286727687139775,-0.3290113074259524,-0.7519240814893144,1.158464584857298,-0.2995668132576627,-0.7932721689164055,-0.4825166729445886,-0.3045900935295191,-0.3277159567562234,-0.3282517106159138,-0.7664908836199901,1.1778798508181263,-0.295010457245278,-0.8022042534697827,-0.4759413871167909,-0.3023403920043805,-0.3273675579766152,-0.3279764098888828,-0.774759081817741,1.1542428985871456,-0.3079254334036592,-0.7917541645955125,-0.4844806650257318,-0.3078703039538878,-0.3282000463020975,-0.3286408932373888,-0.7651261306449265,1.121363026623447,-0.3191396662625893,-0.7765662799481148,-0.4964750827819248,-0.3128378058673227,-0.3289438595479861,-0.3292285672779376,-0.7510670986294793,1.1236199260521174,-0.3143278767291588,-0.7774066155915674,-0.49581106194937,-0.3111178390948386,-0.3286906362576647,-0.3290249737693015,-0.7518242974401284,-0.3252878334891342,0.3655578055949027,-0.1423307141100158,-0.2968403349273235,0.4489263464932905,-0.2402222684219606,-0.3202276655306142,0.4219419716440193,-0.1989867123023422,-0.3665308806259022,0.3235122315327364,-0.075710308497806,-0.3719098433978711,0.292053048922834,-0.0416499930538503,-0.3254122588232059,0.3654237376903145,-0.1420991957240594,-0.2985477887409238,0.4511269974997847,-0.2409991171456749,-0.3236524323153661,0.4263754378791508,-0.2006162509757256,3
0.1409736612076923,-0.3220043520498774,0.3630229285104446,-0.449092876989415,-1.2733901517943609,-0.2200249573227939,1.5493344848520156,0.3182658685036033,-0.2037922011245874,-0.35289647240995,-0.0868321972522826,-0.1119157822490946,-0.0915767045537604,-0.1448769034902416,-0.4355886424774304,-0.5036324172753989,-0.4413473018386841,-0.5128015396830526,1.1799123233071636,-0.2958622135166268,-0.8032250363323735,-0.4765185656125135,-0.303328245960178,-0.3275185518951501,-0.3280960129227699,-0.775711264707629,1.1705848234150291,-0.302703203560924,-0.7991912818990519,-0.4786559929913464,-0.3064500106982729,-0.3279726089862165,-0.3284569144201003,-0.7720004577847668,1.1351242628565827,-0.3157919379718824,-0.7831081561002549,-0.4909616519981297,-0.3125413112252737,-0.3288705919063183,-0.329167005978677,-0.7571354160773294,1.122737684060987,-0.3177032531529438,-0.777278101052646,-0.4962227896264307,-0.3133366249450424,-0.3290056560539521,-0.3292728414479239,-0.7517303586349615,1.1505260570867708,-0.3059920634789342,-0.789842673149604,-0.4877242364738722,-0.3081144687936787,-0.3282415697223461,-0.328669321744047,-0.7633404290495378,1.1804846413463363,-0.2959264482205951,-0.8034976166530279,-0.4765017849329682,-0.3034068394019965,-0.3275296383360623,-0.3281047739015263,-0.7759644434945001,1.1710353381910663,-0.302575647910606,-0.799387467788087,-0.4787292704842497,-0.3065431442298791,-0.3279863381835775,-0.3284676108085881,-0.7721811279340441,1.13533603221115,-0.3155967632579453,-0.7831826807652846,-0.4908798962057196,-0.3126612386981555,-0.3288873201123453,-0.3291800542777588,-0.7572023840798835,-0.3758275281513945,0.3097308981348104,-0.0545277279579317,-0.34489023967677,0.3422814062261144,-0.1069613142333497,-0.3108640993511779,0.4368587557230987,-0.2184310961172109,-0.3166240477447003,0.4605216335535433,-0.2371308654988265,-0.3558256781916987,0.3786704338642796,-0.1336046704486684,-0.3769352996114629,0.309286125544283,-0.0533786731188699,-0.3474647077825147,0.3429688551632583,-0.1058005461391059,-0.3131731380324953,0.4388917588549055,-0.2186565055211531,3
0.1413114686706742,-0.3220949962519456,0.3700271448522299,-0.4515755076336267,-1.2748115222346694,-0.220893885534902,1.5510410844923457,0.3183581457565107,-0.2040169733369394,-0.3525793200028443,-0.0882477637332619,-0.1180755760655111,-0.1956251286865072,-0.1609088223946355,-0.432289726823671,-0.407045894613389,-0.3946815414134133,-0.4010384961637553,1.1384942684195132,-0.3124971838977244,-0.7844760905403588,-0.4913589579047645,-0.3101947100710014,-0.3285557591439529,-0.328920693949422,-0.7583898059900113,1.1729767241073652,-0.2990362758023903,-0.8000732528132207,-0.4777988428494402,-0.3042108188668633,-0.3276486005417682,-0.3281985855493725,-0.7727984840666692,1.1788755811108282,-0.2989559575524213,-0.802984585338906,-0.4744547126495006,-0.3044370463742178,-0.3276571092532014,-0.3282022801639719,-0.7755060972504433,1.1483834162678594,-0.3121282405623101,-0.7893122571927477,-0.4854436169149459,-0.3104519804537001,-0.3285601271985448,-0.3289199991442758,-0.7628863393917202,1.1238821425438656,-0.3198212933902485,-0.777918543472531,-0.495549649682774,-0.3135703809624625,-0.3290377353240573,-0.3293001348626059,-0.7523363430236675,1.13825430429847,-0.312538037001617,-0.7843566269250131,-0.4912206236670242,-0.3102123341638728,-0.3285575433637591,-0.3289222050362376,-0.758278424698828,1.172662075748376,-0.299111234752793,-0.7999167877298559,-0.4777860606820892,-0.3041502758451257,-0.3276399987922855,-0.3281919847051713,-0.7726527389973755,1.1790153806192378,-0.2988552962515506,-0.8030295859979439,-0.474368452786679,-0.3042780160117587,-0.3276342135778922,-0.3281843543992379,-0.7755461959880344,-0.3256544972453399,0.4175653650398313,-0.1901925987444724,-0.3566041170200423,0.3223731196831456,-0.0803985796208804,-0.3447982747945143,0.3193523769526579,-0.0852281484418822,-0.3051705408574482,0.4082929106777879,-0.1960589726196976,-0.2959935900578397,0.4734573223504179,-0.2627700073856394,-0.3246351245260653,0.4178637851230711,-0.1911847591088315,-0.3545763522856062,0.3216857929411011,-0.0811934064335497,-0.342830202893574,0.3175739340391759,-0.0849724146723408,3
0.1422345311046022,-0.322272590878692,0.3790680901369069,-0.4549650910165613,-1.2776782339449195,-0.2223161167604759,1.5514979518485377,0.3193289701420068,-0.2047769060323498,-0.3525814435876354,-0.0870478946401975,-0.1063733002043116,0.0463828937303825,0.0508014651164843,-0.4608216317374515,-0.5615639383469303,-0.6233868801130792,-0.578108693233773,1.1304204597127996,-0.3198854537434545,-0.7810848519997099,-0.4919158651216311,-0.3133324412523323,-0.3289968294819089,-0.3292703954110962,-0.7552800376215171,1.1291127479429868,-0.3172644289646557,-0.7802099929553291,-0.4924379449228326,-0.3122527888426684,-0.3288464378065361,-0.329149904300419,-0.7544463932726299,1.161987674031119,-0.3033428600220457,-0.7951925312069351,-0.4799828729381928,-0.3062018080234569,-0.327932312103302,-0.3284217643602579,-0.7682945542392556,1.1844009547254857,-0.2973223204696003,-0.8055622682451716,-0.4714970402286123,-0.3032544017542063,-0.3274787994416927,-0.3280602474374066,-0.7778958468121124,1.1644867319717145,-0.308262731302391,-0.7967335205980713,-0.4791709168157317,-0.3081617575462265,-0.3282139448782643,-0.3286477483490437,-0.7697582196308775,1.130598268517234,-0.3199605738709366,-0.7811702939482066,-0.4919143953907468,-0.3133309833974222,-0.3289964767621293,-0.3292701847117894,-0.7553595509710662,1.1288332418928118,-0.3173874255669661,-0.7800723557412432,-0.4924685869657034,-0.3123435576757932,-0.3288593903737206,-0.3291601933057088,-0.7543183574170725,1.160883681809681,-0.3036365399740394,-0.7946678122946125,-0.4801161240284183,-0.3063442267328796,-0.3279534745804945,-0.3284385085513177,-0.7678076827998227,-0.2875887634059539,0.4634207609119559,-0.2587466884530691,-0.3047207079632394,0.4462792771146983,-0.2318525786465853,-0.3406956125469209,0.3475094237054096,-0.1148206663722199,-0.3443543559924664,0.3046344597911581,-0.0723010645007206,-0.3090957715201036,0.3721534101043252,-0.1593225941790643,-0.2877849971664486,0.4615943694609526,-0.2569992339535036,-0.305260155469599,0.4462731638351727,-0.2315289636733954,-0.339590654957576,0.3489719501707525,-0.1170103294700966,3
0.14308299190192,-0.322431689177999,0.3891414545159148,-0.4581602672019952,-1.280772929606214,-0.2233904821305163,1.5536390529947268,0.3197001668708486,-0.2052355459978743,-0.3525113179610116,-0.0891600441521974,-0.1098067009079456,0.360053083376819,0.4419290946750848,-0.4814381363238161,-0.6124336460556001,-0.6680803024962216,-0.6374078802209225,1.1775929681357906,-0.3052473452294341,-0.8027955973765694,-0.4729299382539297,-0.3059733699151091,-0.3278831812557638,-0.3283868790417427,-0.7753710347583657,1.141547186093031,-0.3180679330312915,-0.7862923986486521,-0.4854565202741704,-0.312158540714553,-0.3288057349338146,-0.329118447903961,-0.7601063098995801,1.1233951290108422,-0.3210036461419993,-0.777781940807483,-0.4915531956502627,-0.3136632359171243,-0.3290291151476457,-0.3292919142530129,-0.7522145375975782,1.1472767538595277,-0.3105488943282944,-0.7886651226317237,-0.4836297774096146,-0.3089403223099091,-0.3283398589676837,-0.3287452560345431,-0.7622767318398247,1.1809664693427786,-0.2999120789232793,-0.8040411429140866,-0.4720328755540688,-0.303777269832857,-0.3275586464521288,-0.3281257004307795,-0.7764971795227119,1.1776371898661977,-0.3050872942908523,-0.8027989826627997,-0.4736494020892609,-0.3060869155974232,-0.3279022099824198,-0.3284012306916418,-0.7753727541611821,1.1430882983551969,-0.3179026133833256,-0.7870154909373835,-0.4857961601389403,-0.3122000369493948,-0.3288130457367835,-0.3291237431764711,-0.7607769339227959,1.1246963317939758,-0.3208510597998971,-0.7783894468180851,-0.4917659055573368,-0.3137234178706363,-0.3290386305052346,-0.3292992496635222,-0.7527777122910252,-0.3061014967500175,0.3355419936843691,-0.1270458966593042,-0.2758140558636647,0.4289270911136065,-0.2355865319699903,-0.2792731420671443,0.4612291178063309,-0.2631278769366346,-0.3103696190309074,0.3847288378129235,-0.1712497658181041,-0.3320876005998653,0.3111715841161935,-0.0867936852050973,-0.3096621913079057,0.3377181488612219,-0.1265788775593316,-0.2785791920743966,0.4293272853728891,-0.2340080416220928,-0.2815766508651577,0.4623955138043519,-0.2625559239966721,3
0.1431472317241161,-0.3225005599495195,0.3982229434607726,-0.4612795082324454,-1.282250977950979,-0.2242903989205846,1.5568828416892355,0.3197724887522908,-0.2052308392086305,-0.3521193313530689,-0.0878794501218258,-0.1216529133330366,0.664943301566702,0.6375937836047861,-0.4075351263451374,-0.6245569978971621,-0.6780096202960877,-0.6542524124121647,1.1763581167362962,-0.3042073506286162,-0.8021284711628618,-0.4739881139202095,-0.3048765701520891,-0.3277306575804442,-0.3282656952575034,-0.7747463768690426,1.1899298568436028,-0.3018388933742769,-0.8083948701908189,-0.4687235669838371,-0.3039010763830509,-0.3275664860028249,-0.3281332689907922,-0.7805463992507535,1.1615489422576364,-0.313274070062727,-0.7956926023574897,-0.4779531861119532,-0.3096152326700574,-0.3284082270944504,-0.3288004175106855,-0.7688196946199051,1.1308025396932126,-0.3221989963450723,-0.7815109303133297,-0.4890439477215909,-0.3136454286988853,-0.329020634985254,-0.3292852649535834,-0.7556947985313848,1.1385745237889016,-0.3174541895896906,-0.7848804590039256,-0.4869125707645579,-0.31115988582199,-0.3286675227404022,-0.3290079442814095,-0.7587979339658932,1.1734163832911593,-0.304835764352453,-0.8007563312777297,-0.4740877407168223,-0.3050983378812678,-0.3277626795276709,-0.3282909983996304,-0.7734748650259748,1.1859115087490435,-0.302465958365776,-0.8065083810548542,-0.4688152255114648,-0.3040961767936727,-0.3275950812883249,-0.3281558461716644,-0.7787972079280385,1.1573542809997257,-0.3137842756937093,-0.7936941727204412,-0.4781724919980124,-0.3097811167656932,-0.3284328170679473,-0.328819916406562,-0.7669643309198654,-0.3145563983428039,0.3252521845007834,-0.1119138841218386,-0.3099333809028302,0.3048766022640893,-0.0962202711345261,-0.2752464128188203,0.3818712575174783,-0.1918882697251738,-0.2619855680433016,0.4562564707961166,-0.2708053322042634,-0.2818744677921527,0.4216660083977347,-0.224959981288162,-0.3099590536395116,0.328966050590159,-0.1186198078376079,-0.3047971535136206,0.3083453550568527,-0.1030974902072058,-0.2718214860474501,0.3843678031977299,-0.1966988532482976,3
0.1433645712374471,-0.322565790490333,0.4052602417961122,-0.464040561570893,-1.2839194700104333,-0.2247442157749336,1.5595285692016658,0.3202449524082715,-0.2053277178318141,-0.3519028884163411,-0.0889412579557612,-0.1229312947660923,0.0604298986482404,0.0192856031891087,-0.4210617543084071,-0.5747628641882268,-0.631082382453263,-0.5965068653145604,1.1342265415226052,-0.3215182016072124,-0.7830455576483558,-0.4894714288415928,-0.3130564852325122,-0.3289488324898925,-0.329231322515404,-0.7571145701143062,1.1628071959112516,-0.3098095169074039,-0.7959639648444131,-0.478474794407749,-0.3076451342136032,-0.3281419072588011,-0.3285905294940368,-0.7690479071534251,1.1902506078448545,-0.3006296933757704,-0.8085487930973597,-0.4674722241406977,-0.3034956806012343,-0.3274926380172607,-0.3280704736500947,-0.7806862510369112,1.1779124117141415,-0.3078926390489155,-0.8032189613839249,-0.4721014511995048,-0.3070601344602367,-0.3280262866891969,-0.3284949375141126,-0.7757848301940742,1.1427737571109489,-0.3205652677637575,-0.7871317848799256,-0.4854112401256366,-0.3128045810504205,-0.3288913884470668,-0.3291840474216065,-0.7609088625108382,1.132008109050938,-0.3219763820062725,-0.7819957333806272,-0.4894813076328151,-0.3131672087264548,-0.3289641396461718,-0.3292436987853721,-0.7561404815217146,1.160014418822189,-0.3102563704848671,-0.7946407767025113,-0.4789121082657485,-0.3078665517957941,-0.3281752680449931,-0.3286170688213521,-0.7678200792218792,1.1881600213233137,-0.3008829346968698,-0.8075533652551872,-0.4676971350548143,-0.3036284333687484,-0.3275130046947183,-0.3280866513589207,-0.7797621999031041,-0.2677617058360622,0.4584898291958599,-0.2680045243615274,-0.2953425996814942,0.3677532036482714,-0.1651677980389124,-0.3078184383095172,0.3058820416587522,-0.0981431188307627,-0.2807873130544751,0.3515590365860954,-0.159804131750495,-0.2566723466424663,0.4465937447717965,-0.2648301203763709,-0.2647913134403323,0.4591480976337155,-0.2707838948463901,-0.2945184696663666,0.3700733821767182,-0.1680116753890826,-0.3069230284369008,0.3069940800495391,-0.0999058102912257,3
0.1444451284018798,-0.3227544820149323,0.4191597643124971,-0.4662563490406254,-1.2865142794569528,-0.2270472918766158,1.5579660951967422,0.3207653364500508,-0.2053443331745513,-0.3516062588946583,-0.0919231905203232,-0.1210075969314134,0.386355671667285,0.6200793921667577,-0.4867628588126006,-0.6219378315814099,-0.6774334828188101,-0.6486403712323555,1.1592002086122486,-0.3173810034130047,-0.7948228951655562,-0.4783560217990852,-0.310573097273138,-0.3285569537664193,-0.3289220388377817,-0.7680376987381978,1.1327767748497377,-0.324030778419656,-0.7824624007868132,-0.4875558319511086,-0.3138069555856853,-0.3290436960563746,-0.3293062450462317,-0.7565820815077807,1.1457104163438454,-0.3163769942485122,-0.7882729553100393,-0.4821821352402707,-0.3104939111313078,-0.3285490450952379,-0.3289117759303183,-0.7619434332495812,1.181411039212752,-0.3039114793705626,-0.8046090007885315,-0.4690640692205092,-0.3045475590161946,-0.3276546402623002,-0.3282001682027073,-0.7770527439887269,1.1896651789189994,-0.3045936663080997,-0.8085419863628337,-0.4667779152923936,-0.3046250170432993,-0.327658416049657,-0.328205147021261,-0.7807069927576457,1.1582636419419745,-0.317414494359316,-0.7943678773775643,-0.478112375092552,-0.3105919115820731,-0.3285584524064426,-0.3289234119332581,-0.7676144090061645,1.130891384158078,-0.3242049388685431,-0.7815494102867032,-0.4876147993173689,-0.3139003067059576,-0.3290570540016242,-0.3293170918203023,-0.7557331395395251,1.143682618064812,-0.3166264351263819,-0.7872958694212894,-0.4822774410391355,-0.3106236300548415,-0.3285679725080703,-0.3289271066142148,-0.7610353732978369,-0.2518729687974075,0.401910637920034,-0.2263639967348531,-0.247791695190152,0.4590108448305516,-0.2829267346870917,-0.2716484828865423,0.4045425217690174,-0.2158413744974461,-0.2957853303551395,0.3162770152678066,-0.1170923772627869,-0.2839347991390122,0.3161681060609935,-0.1245004613911313,-0.2509687974202733,0.4012182080883684,-0.2264144203448981,-0.2470559674427925,0.4593778454938246,-0.2838664397960306,-0.2705130487910445,0.4053767994450832,-0.2174994284148378,3
