,Unnamed: 0.1,Unnamed: 0,Timestamp,State,MW,ANX
0,0,0,23:40:09,0,1.0,2.0
1,1,1,23:40:10,0,1.0,2.0
2,2,2,23:40:11,0,1.0,2.0
3,3,3,23:40:12,0,1.0,2.0
4,4,4,23:40:13,0,1.0,2.0
5,5,5,23:40:14,0,1.0,2.0
6,6,6,23:40:15,0,1.0,2.0
7,7,7,23:40:16,0,1.0,2.0
8,8,8,23:40:17,0,1.0,2.0
9,9,9,23:40:18,0,1.0,2.0
10,10,10,23:40:19,0,1.0,2.0
11,11,11,23:40:20,0,1.0,2.0
12,12,12,23:40:21,0,1.0,2.0
13,13,13,23:40:22,0,1.0,2.0
14,14,14,23:40:23,0,1.0,2.0
15,15,15,23:40:24,0,1.0,2.0
16,16,16,23:40:25,1,1.0,2.0
17,17,17,23:40:26,1,1.0,2.0
18,18,18,23:40:27,1,1.0,1.0
19,19,19,23:40:28,1,1.0,2.0
20,20,20,23:40:29,1,1.0,2.0
21,21,21,23:40:30,1,1.0,2.0
22,22,22,23:40:31,1,1.0,2.0
23,23,23,23:40:32,1,1.0,2.0
24,24,24,23:40:33,1,1.0,2.0
25,25,25,23:40:34,1,1.0,1.0
26,26,26,23:40:35,1,1.0,2.0
27,27,27,23:40:36,1,1.0,2.0
28,28,28,23:40:37,1,1.0,2.0
29,29,29,23:40:38,1,1.0,2.0
30,30,30,23:40:39,1,1.0,2.0
31,31,31,23:40:40,1,1.0,2.0
32,32,32,23:40:41,1,1.0,2.0
33,33,33,23:40:42,1,1.0,2.0
34,34,34,23:40:43,1,1.0,2.0
35,35,35,23:40:44,1,1.0,2.0
36,36,36,23:40:45,1,1.0,2.0
37,37,37,23:40:46,0,1.0,2.0
38,38,38,23:40:47,0,1.0,1.0
39,39,39,23:40:48,0,1.0,1.0
40,40,40,23:40:49,0,1.0,1.0
41,41,41,23:40:50,0,1.0,1.0
42,42,42,23:40:51,0,1.0,1.0
43,43,43,23:40:52,1,1.0,1.0
44,44,44,23:40:53,0,1.0,1.0
45,45,45,23:40:54,0,1.0,1.0
46,46,46,23:40:55,0,1.0,1.0
47,47,47,23:40:56,0,1.0,1.0
48,48,48,23:40:57,0,1.0,1.0
49,49,49,23:40:58,0,1.0,1.0
50,50,50,23:40:59,0,1.0,1.0
51,51,51,23:41:00,0,1.0,1.0
52,52,52,23:41:01,0,1.0,1.0
53,53,53,23:41:02,1,1.0,1.0
54,54,54,23:41:03,0,1.0,1.0
55,55,55,23:41:04,0,1.0,1.0
56,56,56,23:41:05,0,1.0,1.0
57,57,57,23:41:06,0,1.0,1.0
58,58,58,23:41:07,0,1.0,1.0
59,59,59,23:41:08,0,1.0,1.0
60,60,60,23:41:09,0,1.0,1.0
61,61,61,23:41:10,0,1.0,1.0
62,62,62,23:41:11,0,1.0,1.0
63,63,63,23:41:12,0,1.0,1.0
64,64,64,23:41:13,0,1.0,2.0
65,65,65,23:41:14,0,1.0,2.0
66,66,66,23:41:15,1,1.0,2.0
67,67,67,23:41:16,1,1.0,2.0
68,68,68,23:41:17,1,1.0,2.0
69,69,69,23:41:18,1,1.0,2.0
70,70,70,23:41:19,1,2.0,2.0
71,71,71,23:41:20,1,2.0,2.0
72,72,72,23:41:21,1,2.0,2.0
73,73,73,23:41:22,1,2.0,2.0
74,74,74,23:41:23,1,2.0,2.0
75,75,75,23:41:24,1,2.0,2.0
76,76,76,23:41:25,1,2.0,2.0
77,77,77,23:41:26,1,2.0,2.0
78,78,78,23:41:27,1,2.0,2.0
79,79,79,23:41:28,1,2.0,2.0
80,80,80,23:41:29,1,2.0,2.0
81,81,81,23:41:30,1,2.0,2.0
82,82,82,23:41:31,1,2.0,2.0
83,83,83,23:41:32,1,2.0,2.0
84,84,84,23:41:33,1,2.0,2.0
85,85,85,23:41:34,1,2.0,2.0
86,86,86,23:41:35,1,2.0,2.0
87,87,87,23:41:36,1,2.0,2.0
88,88,88,23:41:37,1,2.0,2.0
89,89,89,23:41:38,1,2.0,2.0
90,90,90,23:41:39,1,2.0,2.0
