,Unnamed: 0.1,Unnamed: 0,Timestamp,State,MW,ANX
0,0,0,23:14:25,0,1.0,2.0
1,1,1,23:14:26,0,1.0,2.0
2,2,2,23:14:27,0,1.0,2.0
3,3,3,23:14:28,0,1.0,2.0
4,4,4,23:14:29,0,1.0,2.0
5,5,5,23:14:30,0,1.0,2.0
6,6,6,23:14:31,0,1.0,2.0
7,7,7,23:14:32,0,1.0,2.0
8,8,8,23:14:33,0,1.0,2.0
9,9,9,23:14:34,0,1.0,2.0
10,10,10,23:14:35,0,1.0,2.0
11,11,11,23:14:36,0,1.0,2.0
12,12,12,23:14:37,0,1.0,2.0
13,13,13,23:14:38,0,1.0,2.0
14,14,14,23:14:39,0,1.0,2.0
15,15,15,23:14:40,0,1.0,2.0
16,16,16,23:14:41,0,1.0,2.0
17,17,17,23:14:42,0,1.0,2.0
18,18,18,23:14:43,0,1.0,2.0
19,19,19,23:14:44,0,1.0,2.0
20,20,20,23:14:45,0,1.0,2.0
21,21,21,23:14:46,0,1.0,2.0
22,22,22,23:14:47,0,1.0,2.0
23,23,23,23:14:48,0,1.0,2.0
24,24,24,23:14:49,0,1.0,2.0
25,25,25,23:14:50,0,1.0,2.0
26,26,26,23:14:51,0,1.0,2.0
27,27,27,23:14:52,1,1.0,2.0
28,28,28,23:14:53,1,1.0,2.0
29,29,29,23:14:54,1,1.0,2.0
30,30,30,23:14:55,1,1.0,2.0
31,31,31,23:14:56,1,1.0,2.0
32,32,32,23:14:57,0,1.0,2.0
33,33,33,23:14:58,1,1.0,2.0
34,34,34,23:14:59,1,1.0,2.0
35,35,35,23:15:00,0,1.0,2.0
36,36,36,23:15:01,0,1.0,2.0
37,37,37,23:15:02,0,1.0,2.0
38,38,38,23:15:03,0,1.0,2.0
39,39,39,23:15:04,0,1.0,2.0
40,40,40,23:15:05,0,1.0,2.0
41,41,41,23:15:06,0,1.0,2.0
42,42,42,23:15:07,0,1.0,2.0
43,43,43,23:15:08,0,1.0,2.0
44,44,44,23:15:09,0,1.0,2.0
45,45,45,23:15:10,0,1.0,2.0
46,46,46,23:15:11,0,1.0,2.0
47,47,47,23:15:12,0,1.0,2.0
48,48,48,23:15:13,0,1.0,2.0
49,49,49,23:15:14,0,1.0,2.0
50,50,50,23:15:15,0,1.0,2.0
51,51,51,23:15:16,0,1.0,2.0
