,Timestamp,State,MW
0,23:03:29,0,2.0
1,23:03:30,0,2.0
2,23:03:31,0,2.0
3,23:03:32,0,2.0
4,23:03:33,0,2.0
5,23:03:34,0,2.0
6,23:03:35,0,2.0
7,23:03:36,0,2.0
8,23:03:37,0,2.0
9,23:03:38,0,2.0
10,23:03:39,0,2.0
11,23:03:40,0,2.0
12,23:03:41,0,2.0
13,23:03:42,0,2.0
14,23:03:43,0,2.0
15,23:03:44,0,2.0
16,23:03:45,0,2.0
17,23:03:46,0,2.0
18,23:03:47,0,2.0
19,23:03:48,0,2.0
20,23:03:49,0,2.0
21,23:03:50,1,2.0
22,23:03:51,0,2.0
23,23:03:52,0,2.0
24,23:03:53,0,2.0
25,23:03:54,0,2.0
26,23:03:55,0,2.0
27,23:03:56,0,2.0
28,23:03:57,0,2.0
29,23:03:58,0,2.0
30,23:03:59,0,2.0
31,23:04:00,0,2.0
32,23:04:01,0,2.0
33,23:04:02,0,2.0
34,23:04:03,0,2.0
35,23:04:04,0,2.0
36,23:04:05,0,2.0
37,23:04:06,0,2.0
38,23:04:07,0,2.0
39,23:04:08,0,2.0
40,23:04:09,0,2.0
41,23:04:10,0,2.0
42,23:04:11,0,2.0
43,23:04:12,0,2.0
44,23:04:13,0,2.0
45,23:04:14,0,2.0
46,23:04:15,0,2.0
47,23:04:16,0,2.0
48,23:04:17,0,2.0
49,23:04:18,0,2.0
50,23:04:19,0,2.0
51,23:04:20,0,2.0
52,23:04:21,0,2.0
53,23:04:22,0,1.0
54,23:04:23,0,2.0
55,23:04:24,0,2.0
56,23:04:25,0,2.0
57,23:04:26,0,2.0
58,23:04:27,0,2.0
59,23:04:28,0,2.0
60,23:04:29,0,2.0
61,23:04:30,0,2.0
62,23:04:31,0,2.0
63,23:04:32,0,2.0
64,23:04:33,0,1.0
65,23:04:34,0,2.0
66,23:04:35,0,2.0
67,23:04:36,0,2.0
68,23:04:37,0,2.0
69,23:04:38,0,1.0
70,23:04:39,0,1.0
71,23:04:40,0,1.0
72,23:04:41,0,2.0
73,23:04:42,0,2.0
74,23:04:43,0,2.0
75,23:04:44,1,1.0
76,23:04:45,0,1.0
77,23:04:46,0,2.0
78,23:04:47,0,2.0
79,23:04:48,0,2.0
80,23:04:49,1,2.0
81,23:04:50,1,2.0
82,23:04:51,1,1.0
83,23:04:52,1,2.0
84,23:04:53,0,2.0
85,23:04:54,1,2.0
86,23:04:55,1,2.0
87,23:04:56,1,2.0
88,23:04:57,1,2.0
89,23:04:58,1,2.0
90,23:04:59,0,2.0
91,23:05:00,0,2.0
92,23:05:01,0,1.0
93,23:05:02,0,1.0
94,23:05:03,0,1.0
95,23:05:04,1,2.0
96,23:05:05,1,2.0
97,23:05:06,1,1.0
98,23:05:07,1,1.0
99,23:05:08,0,1.0
100,23:05:09,0,1.0
101,23:05:10,0,2.0
102,23:05:11,0,2.0
103,23:05:12,0,1.0
104,23:05:13,1,1.0
105,23:05:14,0,1.0
106,23:05:15,0,1.0
107,23:05:16,0,1.0
108,23:05:17,0,2.0
109,23:05:18,0,1.0
110,23:05:19,0,1.0
111,23:05:20,0,1.0
112,23:05:21,0,2.0
113,23:05:22,0,1.0
114,23:05:23,0,2.0
115,23:05:24,0,2.0
116,23:05:25,0,1.0
117,23:05:26,0,1.0
118,23:05:27,0,1.0
119,23:05:28,0,1.0
120,23:05:29,0,1.0
121,23:05:30,0,1.0
122,23:05:31,0,2.0
123,23:05:32,0,2.0
124,23:05:33,0,1.0
125,23:05:34,0,1.0
126,23:05:35,0,1.0
127,23:05:36,0,1.0
128,23:05:37,0,1.0
129,23:05:38,0,2.0
130,23:05:39,0,2.0
131,23:05:40,0,2.0
132,23:05:41,0,1.0
133,23:05:42,0,1.0
134,23:05:43,0,1.0
135,23:05:44,0,2.0
136,23:05:45,0,2.0
137,23:05:46,0,2.0
138,23:05:47,0,2.0
139,23:05:48,0,1.0
140,23:05:49,0,1.0
141,23:05:50,0,2.0
142,23:05:51,0,2.0
143,23:05:52,0,2.0
144,23:05:53,0,2.0
145,23:05:54,1,2.0
146,23:05:55,1,2.0
147,23:05:56,1,2.0
148,23:05:57,0,2.0
149,23:05:58,0,1.0
150,23:05:59,1,2.0
151,23:06:00,0,2.0
152,23:06:01,0,2.0
153,23:06:02,0,2.0
154,23:06:03,0,2.0
155,23:06:04,1,2.0
156,23:06:05,1,2.0
157,23:06:06,1,2.0
158,23:06:07,0,2.0
159,23:06:08,0,2.0
160,23:06:09,0,2.0
161,23:06:10,0,2.0
162,23:06:11,0,2.0
163,23:06:12,0,2.0
164,23:06:13,0,2.0
165,23:06:14,1,2.0
166,23:06:15,1,2.0
167,23:06:16,1,2.0
168,23:06:17,0,2.0
169,23:06:18,0,2.0
170,23:06:19,0,2.0
171,23:06:20,0,2.0
172,23:06:21,0,2.0
173,23:06:22,0,2.0
174,23:06:23,1,2.0
175,23:06:24,1,2.0
176,23:06:25,1,2.0
177,23:06:26,0,2.0
178,23:06:27,0,2.0
179,23:06:28,0,2.0
180,23:06:29,0,2.0
181,23:06:30,0,2.0
182,23:06:31,0,2.0
183,23:06:32,0,2.0
184,23:06:33,0,2.0
