,Timestamp,State,MW
0,22:59:00,0,1.0
1,22:59:01,0,1.0
2,22:59:02,0,1.0
3,22:59:03,0,1.0
4,22:59:04,0,1.0
5,22:59:05,0,1.0
6,22:59:06,0,1.0
7,22:59:07,0,1.0
8,22:59:08,0,1.0
9,22:59:09,0,1.0
10,22:59:10,0,1.0
11,22:59:11,0,1.0
12,22:59:12,0,1.0
13,22:59:13,0,1.0
14,22:59:14,0,1.0
15,22:59:15,0,1.0
16,22:59:16,0,1.0
17,22:59:17,0,1.0
18,22:59:18,0,1.0
19,22:59:19,0,1.0
20,22:59:20,0,1.0
21,22:59:21,0,1.0
22,22:59:22,0,1.0
23,22:59:23,0,1.0
24,22:59:24,0,1.0
25,22:59:25,0,1.0
26,22:59:26,0,1.0
27,22:59:27,0,1.0
28,22:59:28,0,1.0
29,22:59:29,0,1.0
30,22:59:30,0,1.0
31,22:59:31,1,1.0
32,22:59:32,0,1.0
33,22:59:33,0,1.0
34,22:59:34,0,1.0
35,22:59:35,0,1.0
36,22:59:36,0,1.0
37,22:59:37,1,1.0
38,22:59:38,1,1.0
39,22:59:39,0,1.0
40,22:59:40,0,1.0
41,22:59:41,0,1.0
42,22:59:42,0,1.0
43,22:59:43,0,1.0
44,22:59:44,0,1.0
45,22:59:45,0,1.0
46,22:59:46,0,1.0
47,22:59:47,0,1.0
48,22:59:48,0,1.0
49,22:59:49,1,1.0
50,22:59:50,1,1.0
51,22:59:51,1,1.0
52,22:59:52,1,1.0
53,22:59:53,1,1.0
54,22:59:54,1,1.0
55,22:59:55,1,2.0
56,22:59:56,1,2.0
57,22:59:57,1,2.0
58,22:59:58,1,2.0
59,22:59:59,1,2.0
60,23:00:00,1,2.0
61,23:00:01,1,2.0
62,23:00:02,1,2.0
63,23:00:03,1,2.0
64,23:00:04,1,2.0
65,23:00:05,1,2.0
66,23:00:06,1,2.0
67,23:00:07,1,2.0
68,23:00:08,1,2.0
69,23:00:09,1,2.0
70,23:00:10,1,2.0
71,23:00:11,1,2.0
72,23:00:12,1,2.0
73,23:00:13,0,2.0
74,23:00:14,0,2.0
75,23:00:15,0,2.0
76,23:00:16,0,2.0
77,23:00:17,0,2.0
78,23:00:18,0,2.0
79,23:00:19,0,2.0
80,23:00:20,0,2.0
81,23:00:21,0,2.0
82,23:00:22,0,2.0
83,23:00:23,0,2.0
84,23:00:24,0,2.0
85,23:00:25,0,2.0
86,23:00:26,0,2.0
87,23:00:27,0,2.0
88,23:00:28,0,2.0
89,23:00:29,0,2.0
90,23:00:30,0,2.0
91,23:00:31,0,2.0
92,23:00:32,0,2.0
93,23:00:33,0,2.0
94,23:00:34,0,1.0
95,23:00:35,0,2.0
96,23:00:36,0,2.0
97,23:00:37,0,2.0
98,23:00:38,0,2.0
99,23:00:39,0,2.0
100,23:00:40,0,2.0
101,23:00:41,0,1.0
102,23:00:42,0,1.0
103,23:00:43,0,2.0
104,23:00:44,1,2.0
105,23:00:45,1,1.0
106,23:00:46,1,1.0
107,23:00:47,1,1.0
108,23:00:48,1,1.0
109,23:00:49,1,1.0
110,23:00:50,1,1.0
111,23:00:51,1,1.0
112,23:00:52,1,1.0
113,23:00:53,1,1.0
114,23:00:54,1,1.0
115,23:00:55,1,1.0
116,23:00:56,1,1.0
117,23:00:57,1,1.0
118,23:00:58,1,1.0
119,23:00:59,1,1.0
120,23:01:00,1,1.0
121,23:01:01,1,1.0
122,23:01:02,1,1.0
123,23:01:03,1,1.0
124,23:01:04,1,3.0
125,23:01:05,1,1.0
126,23:01:06,1,1.0
127,23:01:07,1,1.0
128,23:01:08,0,1.0
129,23:01:09,0,1.0
130,23:01:10,0,1.0
131,23:01:11,0,1.0
132,23:01:12,0,1.0
133,23:01:13,0,1.0
134,23:01:14,0,1.0
135,23:01:15,0,1.0
136,23:01:16,0,1.0
137,23:01:17,0,1.0
138,23:01:18,0,1.0
139,23:01:19,0,3.0
140,23:01:20,0,3.0
141,23:01:21,0,1.0
142,23:01:22,0,1.0
143,23:01:23,0,1.0
144,23:01:24,0,1.0
145,23:01:25,0,1.0
146,23:01:26,1,1.0
147,23:01:27,0,1.0
148,23:01:28,0,1.0
149,23:01:29,0,1.0
150,23:01:30,0,1.0
151,23:01:31,0,1.0
152,23:01:32,0,1.0
153,23:01:33,0,1.0
154,23:01:34,0,1.0
155,23:01:35,1,1.0
156,23:01:36,1,1.0
157,23:01:37,1,1.0
158,23:01:38,0,1.0
159,23:01:39,0,1.0
160,23:01:40,0,1.0
161,23:01:41,1,1.0
162,23:01:42,1,1.0
163,23:01:43,0,1.0
164,23:01:44,0,1.0
165,23:01:45,0,1.0
166,23:01:46,1,1.0
167,23:01:47,0,1.0
168,23:01:48,0,1.0
169,23:01:49,0,1.0
170,23:01:50,0,1.0
171,23:01:51,0,1.0
172,23:01:52,0,1.0
173,23:01:53,0,1.0
174,23:01:54,0,1.0
175,23:01:55,0,1.0
176,23:01:56,1,1.0
177,23:01:57,0,1.0
178,23:01:58,0,1.0
179,23:01:59,0,1.0
180,23:02:00,0,1.0
181,23:02:01,0,1.0
182,23:02:02,0,1.0
183,23:02:03,0,1.0
184,23:02:04,0,1.0
