,Timestamp,State,MW
0,21:49:43,0,1.0
1,21:49:44,0,1.0
2,21:49:45,0,1.0
3,21:49:46,0,1.0
4,21:49:47,0,1.0
5,21:49:48,0,1.0
6,21:49:49,0,1.0
7,21:49:50,0,1.0
8,21:49:51,0,1.0
9,21:49:52,0,1.0
10,21:49:53,0,1.0
11,21:49:54,0,1.0
12,21:49:55,0,1.0
13,21:49:56,0,1.0
14,21:49:57,0,1.0
15,21:49:58,1,1.0
16,21:49:59,1,1.0
17,21:50:00,1,1.0
18,21:50:01,1,1.0
19,21:50:02,1,1.0
20,21:50:03,1,1.0
21,21:50:04,1,1.0
22,21:50:05,1,1.0
23,21:50:06,1,1.0
24,21:50:07,1,1.0
25,21:50:08,1,1.0
26,21:50:09,1,1.0
27,21:50:10,1,1.0
28,21:50:11,1,1.0
29,21:50:12,1,1.0
30,21:50:13,1,1.0
31,21:50:14,0,1.0
32,21:50:15,0,1.0
33,21:50:16,0,1.0
34,21:50:17,0,1.0
35,21:50:18,0,1.0
36,21:50:19,0,1.0
37,21:50:20,0,1.0
38,21:50:21,0,1.0
39,21:50:22,0,1.0
40,21:50:23,0,1.0
41,21:50:24,0,1.0
42,21:50:25,0,1.0
43,21:50:26,0,1.0
44,21:50:27,0,1.0
45,21:50:28,0,1.0
46,21:50:29,0,1.0
47,21:50:30,0,1.0
48,21:50:31,0,1.0
49,21:50:32,0,1.0
50,21:50:33,0,1.0
51,21:50:34,0,1.0
52,21:50:35,1,1.0
53,21:50:36,0,1.0
54,21:50:37,0,1.0
55,21:50:38,0,1.0
56,21:50:39,1,1.0
57,21:50:40,1,1.0
58,21:50:41,1,1.0
59,21:50:42,1,1.0
60,21:50:43,1,1.0
61,21:50:44,1,1.0
62,21:50:45,1,1.0
63,21:50:46,1,1.0
64,21:50:47,0,1.0
65,21:50:48,0,1.0
66,21:50:49,0,1.0
67,21:50:50,0,1.0
68,21:50:51,0,1.0
69,21:50:52,0,1.0
70,21:50:53,0,1.0
71,21:50:54,0,1.0
72,21:50:55,0,1.0
73,21:50:56,0,1.0
74,21:50:57,0,1.0
75,21:50:58,1,1.0
76,21:50:59,1,2.0
77,21:51:00,1,2.0
78,21:51:01,0,1.0
79,21:51:02,0,1.0
80,21:51:03,1,1.0
81,21:51:04,1,1.0
82,21:51:05,0,1.0
83,21:51:06,0,1.0
84,21:51:07,0,1.0
85,21:51:08,0,1.0
86,21:51:09,0,1.0
87,21:51:10,0,1.0
88,21:51:11,0,1.0
89,21:51:12,0,1.0
90,21:51:13,0,1.0
91,21:51:14,0,1.0
92,21:51:15,0,1.0
93,21:51:16,0,2.0
94,21:51:17,0,2.0
95,21:51:18,0,2.0
96,21:51:19,0,2.0
97,21:51:20,0,2.0
98,21:51:21,0,2.0
99,21:51:22,0,2.0
100,21:51:23,0,2.0
101,21:51:24,0,2.0
102,21:51:25,1,2.0
103,21:51:26,0,2.0
104,21:51:27,0,2.0
105,21:51:28,0,2.0
106,21:51:29,0,2.0
107,21:51:30,0,1.0
108,21:51:31,0,2.0
109,21:51:32,0,2.0
110,21:51:33,0,2.0
111,21:51:34,0,2.0
112,21:51:35,0,2.0
113,21:51:36,0,2.0
114,21:51:37,0,2.0
115,21:51:38,1,2.0
116,21:51:39,1,2.0
117,21:51:40,1,2.0
118,21:51:41,1,2.0
119,21:51:42,1,2.0
120,21:51:43,0,2.0
121,21:51:44,0,2.0
122,21:51:45,1,2.0
123,21:51:46,1,2.0
124,21:51:47,1,2.0
125,21:51:48,0,2.0
126,21:51:49,1,2.0
127,21:51:50,1,2.0
128,21:51:51,1,2.0
129,21:51:52,1,2.0
130,21:51:53,0,2.0
131,21:51:54,0,2.0
132,21:51:55,0,2.0
133,21:51:56,0,2.0
134,21:51:57,0,2.0
135,21:51:58,0,2.0
136,21:51:59,0,2.0
137,21:52:00,0,2.0
138,21:52:01,0,2.0
139,21:52:02,0,2.0
140,21:52:03,0,2.0
141,21:52:04,0,2.0
142,21:52:05,0,2.0
143,21:52:06,0,2.0
144,21:52:07,0,2.0
145,21:52:08,0,2.0
146,21:52:09,0,2.0
147,21:52:10,0,3.0
148,21:52:11,0,2.0
149,21:52:12,0,2.0
150,21:52:13,0,2.0
151,21:52:14,0,2.0
152,21:52:15,0,2.0
153,21:52:16,0,2.0
154,21:52:17,0,2.0
155,21:52:18,0,2.0
156,21:52:19,0,2.0
157,21:52:20,0,2.0
158,21:52:21,0,2.0
159,21:52:22,0,2.0
160,21:52:23,0,2.0
161,21:52:24,0,2.0
162,21:52:25,0,2.0
163,21:52:26,0,2.0
164,21:52:27,0,2.0
165,21:52:28,0,2.0
166,21:52:29,0,2.0
167,21:52:30,0,2.0
168,21:52:31,0,2.0
169,21:52:32,0,2.0
170,21:52:33,0,2.0
171,21:52:34,0,2.0
172,21:52:35,0,2.0
173,21:52:36,0,2.0
174,21:52:37,0,2.0
175,21:52:38,0,2.0
176,21:52:39,0,2.0
177,21:52:40,0,2.0
178,21:52:41,0,2.0
179,21:52:42,0,2.0
180,21:52:43,0,2.0
181,21:52:44,0,2.0
182,21:52:45,0,2.0
183,21:52:46,0,2.0
184,21:52:47,0,2.0
