,Unnamed: 0.1,Unnamed: 0,Timestamp,State,MW,ANX
0,0,0,21:48:11,0,1.0,2.0
1,1,1,21:48:12,0,1.0,2.0
2,2,2,21:48:13,0,1.0,2.0
3,3,3,21:48:14,0,1.0,2.0
4,4,4,21:48:15,0,1.0,1.0
5,5,5,21:48:16,0,1.0,2.0
6,6,6,21:48:17,0,1.0,2.0
7,7,7,21:48:18,0,1.0,2.0
8,8,8,21:48:19,0,1.0,2.0
9,9,9,21:48:20,0,1.0,2.0
10,10,10,21:48:21,0,1.0,2.0
11,11,11,21:48:22,0,1.0,2.0
12,12,12,21:48:23,0,1.0,2.0
13,13,13,21:48:24,0,1.0,2.0
14,14,14,21:48:25,0,1.0,2.0
15,15,15,21:48:26,0,1.0,2.0
16,16,16,21:48:27,0,1.0,2.0
17,17,17,21:48:28,0,1.0,2.0
18,18,18,21:48:29,0,1.0,2.0
19,19,19,21:48:30,0,1.0,2.0
20,20,20,21:48:31,0,1.0,2.0
21,21,21,21:48:32,0,1.0,2.0
22,22,22,21:48:33,0,1.0,2.0
23,23,23,21:48:34,0,1.0,2.0
24,24,24,21:48:35,0,1.0,2.0
25,25,25,21:48:36,0,1.0,2.0
26,26,26,21:48:37,0,1.0,2.0
27,27,27,21:48:38,0,1.0,2.0
28,28,28,21:48:39,0,1.0,2.0
29,29,29,21:48:40,0,1.0,2.0
30,30,30,21:48:41,0,1.0,2.0
31,31,31,21:48:42,0,1.0,2.0
32,32,32,21:48:43,0,1.0,2.0
33,33,33,21:48:44,0,1.0,2.0
34,34,34,21:48:45,0,1.0,2.0
35,35,35,21:48:46,0,1.0,2.0
36,36,36,21:48:47,0,1.0,2.0
37,37,37,21:48:48,0,1.0,2.0
38,38,38,21:48:49,0,1.0,2.0
39,39,39,21:48:50,0,1.0,2.0
40,40,40,21:48:51,0,1.0,2.0
41,41,41,21:48:52,0,1.0,2.0
42,42,42,21:48:53,0,1.0,2.0
43,43,43,21:48:54,0,1.0,2.0
44,44,44,21:48:55,0,1.0,2.0
45,45,45,21:48:56,0,1.0,2.0
46,46,46,21:48:57,0,1.0,2.0
47,47,47,21:48:58,0,1.0,2.0
48,48,48,21:48:59,0,1.0,2.0
49,49,49,21:49:00,0,1.0,2.0
50,50,50,21:49:01,0,1.0,2.0
51,51,51,21:49:02,0,1.0,2.0
52,52,52,21:49:03,0,1.0,2.0
53,53,53,21:49:04,0,1.0,2.0
54,54,54,21:49:05,0,1.0,2.0
55,55,55,21:49:06,0,1.0,2.0
56,56,56,21:49:07,0,1.0,2.0
57,57,57,21:49:08,0,1.0,2.0
58,58,58,21:49:09,0,1.0,2.0
59,59,59,21:49:10,0,1.0,2.0
60,60,60,21:49:11,0,1.0,2.0
61,61,61,21:49:12,0,1.0,2.0
62,62,62,21:49:13,0,1.0,2.0
63,63,63,21:49:14,0,1.0,2.0
64,64,64,21:49:15,0,1.0,2.0
65,65,65,21:49:16,0,1.0,2.0
66,66,66,21:49:17,0,1.0,2.0
67,67,67,21:49:18,0,1.0,2.0
68,68,68,21:49:19,0,1.0,2.0
69,69,69,21:49:20,0,1.0,2.0
70,70,70,21:49:21,0,1.0,2.0
71,71,71,21:49:22,0,1.0,2.0
72,72,72,21:49:23,0,1.0,2.0
73,73,73,21:49:24,0,1.0,2.0
74,74,74,21:49:25,0,1.0,2.0
75,75,75,21:49:26,0,2.0,2.0
76,76,76,21:49:27,0,2.0,2.0
77,77,77,21:49:28,0,2.0,2.0
78,78,78,21:49:29,0,2.0,2.0
79,79,79,21:49:30,0,1.0,1.0
80,80,80,21:49:31,0,1.0,2.0
81,81,81,21:49:32,1,1.0,1.0
82,82,82,21:49:33,1,1.0,1.0
83,83,83,21:49:34,1,1.0,1.0
84,84,84,21:49:35,0,1.0,1.0
85,85,85,21:49:36,0,2.0,1.0
86,86,86,21:49:37,1,2.0,1.0
87,87,87,21:49:38,1,2.0,1.0
88,88,88,21:49:39,1,2.0,1.0
89,89,89,21:49:40,0,2.0,1.0
90,90,90,21:49:41,0,2.0,1.0
91,91,91,21:49:42,0,2.0,2.0
92,92,92,21:49:43,0,2.0,1.0
93,93,93,21:49:44,0,2.0,1.0
94,94,94,21:49:45,0,2.0,1.0
95,95,95,21:49:46,1,2.0,1.0
96,96,96,21:49:47,1,2.0,1.0
97,97,97,21:49:48,1,2.0,2.0
98,98,98,21:49:49,0,2.0,2.0
99,99,99,21:49:50,0,2.0,2.0
100,100,100,21:49:51,0,2.0,2.0
101,101,101,21:49:52,0,2.0,2.0
102,102,102,21:49:53,0,2.0,2.0
103,103,103,21:49:54,0,2.0,2.0
104,104,104,21:49:55,0,2.0,2.0
105,105,105,21:49:56,0,2.0,2.0
106,106,106,21:49:57,0,2.0,2.0
107,107,107,21:49:58,0,2.0,2.0
108,108,108,21:49:59,0,2.0,2.0
109,109,109,21:50:00,0,2.0,2.0
110,110,110,21:50:01,0,2.0,2.0
111,111,111,21:50:02,0,2.0,2.0
112,112,112,21:50:03,0,2.0,2.0
113,113,113,21:50:04,0,2.0,2.0
114,114,114,21:50:05,0,2.0,2.0
115,115,115,21:50:06,0,2.0,2.0
116,116,116,21:50:07,0,2.0,2.0
117,117,117,21:50:08,0,2.0,2.0
118,118,118,21:50:09,0,2.0,2.0
119,119,119,21:50:10,0,2.0,2.0
120,120,120,21:50:11,0,2.0,2.0
121,121,121,21:50:12,0,2.0,2.0
122,122,122,21:50:13,0,2.0,2.0
123,123,123,21:50:14,0,2.0,2.0
124,124,124,21:50:15,0,2.0,2.0
125,125,125,21:50:16,0,2.0,2.0
126,126,126,21:50:17,0,2.0,2.0
127,127,127,21:50:18,0,2.0,2.0
128,128,128,21:50:19,0,2.0,2.0
129,129,129,21:50:20,0,2.0,2.0
130,130,130,21:50:21,0,2.0,2.0
131,131,131,21:50:22,0,2.0,2.0
132,132,132,21:50:23,0,2.0,2.0
133,133,133,21:50:24,0,2.0,2.0
134,134,134,21:50:25,0,2.0,2.0
135,135,135,21:50:26,0,2.0,2.0
136,136,136,21:50:27,0,2.0,2.0
137,137,137,21:50:28,0,2.0,2.0
138,138,138,21:50:29,0,2.0,2.0
139,139,139,21:50:30,0,2.0,2.0
140,140,140,21:50:31,0,2.0,2.0
141,141,141,21:50:32,0,2.0,2.0
142,142,142,21:50:33,0,2.0,2.0
143,143,143,21:50:34,0,2.0,2.0
144,144,144,21:50:35,0,2.0,2.0
145,145,145,21:50:36,0,2.0,2.0
146,146,146,21:50:37,1,2.0,2.0
147,147,147,21:50:38,1,2.0,2.0
148,148,148,21:50:39,0,2.0,2.0
149,149,149,21:50:40,0,2.0,2.0
150,150,150,21:50:41,0,2.0,2.0
151,151,151,21:50:42,0,2.0,2.0
152,152,152,21:50:43,0,2.0,2.0
153,153,153,21:50:44,0,2.0,2.0
154,154,154,21:50:45,0,2.0,2.0
155,155,155,21:50:46,0,2.0,2.0
156,156,156,21:50:47,1,2.0,2.0
157,157,157,21:50:48,1,2.0,2.0
158,158,158,21:50:49,0,2.0,2.0
159,159,159,21:50:50,0,2.0,2.0
160,160,160,21:50:51,0,2.0,2.0
161,161,161,21:50:52,0,2.0,2.0
162,162,162,21:50:53,0,2.0,2.0
163,163,163,21:50:54,0,2.0,2.0
164,164,164,21:50:55,0,2.0,2.0
165,165,165,21:50:56,0,2.0,2.0
166,166,166,21:50:57,0,2.0,2.0
167,167,167,21:50:58,0,2.0,2.0
168,168,168,21:50:59,0,2.0,2.0
169,169,169,21:51:00,0,2.0,2.0
170,170,170,21:51:01,0,2.0,2.0
171,171,171,21:51:02,0,2.0,2.0
172,172,172,21:51:03,0,2.0,2.0
173,173,173,21:51:04,0,2.0,2.0
174,174,174,21:51:05,0,2.0,2.0
175,175,175,21:51:06,0,2.0,2.0
176,176,176,21:51:07,0,2.0,2.0
177,177,177,21:51:08,0,2.0,2.0
178,178,178,21:51:09,0,2.0,2.0
179,179,179,21:51:10,0,2.0,2.0
180,180,180,21:51:11,0,2.0,2.0
181,181,181,21:51:12,0,2.0,2.0
182,182,182,21:51:13,0,2.0,2.0
183,183,183,21:51:14,0,2.0,2.0
184,184,184,21:51:15,0,2.0,2.0
