,Unnamed: 0.1,Unnamed: 0,Timestamp,State,MW,ANX
0,0,0,21:52:29,0,3.0,2.0
1,1,1,21:52:30,0,3.0,2.0
2,2,2,21:52:31,0,3.0,2.0
3,3,3,21:52:32,0,3.0,2.0
4,4,4,21:52:33,0,3.0,2.0
5,5,5,21:52:34,0,3.0,2.0
6,6,6,21:52:35,0,3.0,2.0
7,7,7,21:52:36,0,3.0,2.0
8,8,8,21:52:37,0,3.0,2.0
9,9,9,21:52:38,0,3.0,2.0
10,10,10,21:52:39,0,3.0,2.0
11,11,11,21:52:40,0,3.0,2.0
12,12,12,21:52:41,0,3.0,2.0
13,13,13,21:52:42,0,3.0,2.0
14,14,14,21:52:43,0,3.0,2.0
15,15,15,21:52:44,0,3.0,2.0
16,16,16,21:52:45,0,3.0,2.0
17,17,17,21:52:46,0,3.0,2.0
18,18,18,21:52:47,0,3.0,2.0
19,19,19,21:52:48,0,3.0,2.0
20,20,20,21:52:49,0,3.0,2.0
21,21,21,21:52:50,0,3.0,2.0
22,22,22,21:52:51,0,3.0,2.0
23,23,23,21:52:52,0,3.0,2.0
24,24,24,21:52:53,0,3.0,2.0
25,25,25,21:52:54,0,3.0,2.0
26,26,26,21:52:55,0,3.0,2.0
27,27,27,21:52:56,0,3.0,2.0
28,28,28,21:52:57,0,3.0,2.0
29,29,29,21:52:58,0,3.0,2.0
30,30,30,21:52:59,0,3.0,2.0
31,31,31,21:53:00,0,3.0,2.0
32,32,32,21:53:01,0,3.0,2.0
33,33,33,21:53:02,0,3.0,2.0
34,34,34,21:53:03,0,3.0,2.0
35,35,35,21:53:04,0,3.0,2.0
36,36,36,21:53:05,0,3.0,2.0
37,37,37,21:53:06,0,3.0,2.0
38,38,38,21:53:07,0,3.0,2.0
39,39,39,21:53:08,0,3.0,2.0
40,40,40,21:53:09,0,3.0,2.0
41,41,41,21:53:10,0,3.0,2.0
42,42,42,21:53:11,0,3.0,2.0
43,43,43,21:53:12,0,3.0,2.0
44,44,44,21:53:13,0,3.0,2.0
45,45,45,21:53:14,0,3.0,1.0
46,46,46,21:53:15,0,3.0,2.0
47,47,47,21:53:16,0,3.0,2.0
48,48,48,21:53:17,0,3.0,2.0
49,49,49,21:53:18,0,3.0,2.0
50,50,50,21:53:19,0,3.0,2.0
51,51,51,21:53:20,0,3.0,2.0
52,52,52,21:53:21,0,3.0,2.0
53,53,53,21:53:22,0,3.0,2.0
54,54,54,21:53:23,0,3.0,2.0
55,55,55,21:53:24,0,3.0,2.0
56,56,56,21:53:25,0,3.0,2.0
57,57,57,21:53:26,0,3.0,2.0
58,58,58,21:53:27,0,3.0,2.0
59,59,59,21:53:28,0,3.0,2.0
60,60,60,21:53:29,0,3.0,2.0
61,61,61,21:53:30,0,3.0,2.0
62,62,62,21:53:31,0,3.0,2.0
63,63,63,21:53:32,0,3.0,2.0
64,64,64,21:53:33,0,3.0,2.0
65,65,65,21:53:34,0,3.0,2.0
66,66,66,21:53:35,0,3.0,2.0
67,67,67,21:53:36,1,3.0,2.0
68,68,68,21:53:37,0,3.0,2.0
69,69,69,21:53:38,0,3.0,1.0
70,70,70,21:53:39,0,3.0,2.0
71,71,71,21:53:40,0,3.0,2.0
72,72,72,21:53:41,0,3.0,2.0
