,Timestamp,State,MW
0,23:34:27,0,2.0
1,23:34:28,0,2.0
2,23:34:29,0,2.0
3,23:34:30,0,2.0
4,23:34:31,0,2.0
5,23:34:32,0,2.0
6,23:34:33,0,2.0
7,23:34:34,0,2.0
8,23:34:35,0,2.0
9,23:34:36,0,2.0
10,23:34:37,0,2.0
11,23:34:38,0,2.0
12,23:34:39,0,2.0
13,23:34:40,0,2.0
14,23:34:41,0,2.0
15,23:34:42,0,2.0
16,23:34:43,0,2.0
17,23:34:44,0,2.0
18,23:34:45,0,2.0
19,23:34:46,0,2.0
20,23:34:47,0,2.0
21,23:34:48,0,2.0
22,23:34:49,0,2.0
23,23:34:50,0,2.0
24,23:34:51,0,2.0
25,23:34:52,0,2.0
26,23:34:53,0,2.0
27,23:34:54,0,2.0
28,23:34:55,0,2.0
29,23:34:56,0,2.0
30,23:34:57,0,2.0
31,23:34:58,0,2.0
32,23:34:59,0,2.0
33,23:35:00,0,2.0
34,23:35:01,0,2.0
35,23:35:02,0,2.0
36,23:35:03,0,2.0
37,23:35:04,0,2.0
38,23:35:05,1,2.0
39,23:35:06,1,2.0
40,23:35:07,1,2.0
41,23:35:08,1,2.0
42,23:35:09,0,1.0
43,23:35:10,1,1.0
44,23:35:11,1,1.0
45,23:35:12,1,1.0
46,23:35:13,0,1.0
47,23:35:14,0,1.0
48,23:35:15,0,1.0
49,23:35:16,0,1.0
50,23:35:17,1,1.0
51,23:35:18,1,1.0
52,23:35:19,1,1.0
53,23:35:20,1,1.0
54,23:35:21,1,1.0
55,23:35:22,1,1.0
56,23:35:23,1,1.0
57,23:35:24,1,1.0
58,23:35:25,1,1.0
59,23:35:26,1,1.0
60,23:35:27,1,1.0
61,23:35:28,1,1.0
62,23:35:29,1,1.0
63,23:35:30,1,1.0
64,23:35:31,1,1.0
65,23:35:32,1,1.0
66,23:35:33,1,1.0
67,23:35:34,0,1.0
68,23:35:35,0,1.0
69,23:35:36,0,1.0
70,23:35:37,0,1.0
71,23:35:38,0,1.0
72,23:35:39,0,1.0
73,23:35:40,0,1.0
74,23:35:41,0,1.0
75,23:35:42,0,1.0
76,23:35:43,0,1.0
77,23:35:44,0,1.0
78,23:35:45,0,1.0
79,23:35:46,0,1.0
80,23:35:47,0,1.0
81,23:35:48,0,1.0
82,23:35:49,0,1.0
83,23:35:50,0,1.0
84,23:35:51,0,1.0
85,23:35:52,0,1.0
86,23:35:53,0,1.0
87,23:35:54,0,1.0
88,23:35:55,0,1.0
89,23:35:56,0,1.0
90,23:35:57,0,1.0
91,23:35:58,0,1.0
92,23:35:59,0,1.0
93,23:36:00,0,1.0
94,23:36:01,0,1.0
95,23:36:02,0,1.0
96,23:36:03,0,1.0
97,23:36:04,0,1.0
98,23:36:05,0,1.0
99,23:36:06,0,1.0
100,23:36:07,0,1.0
101,23:36:08,0,1.0
102,23:36:09,0,1.0
103,23:36:10,0,1.0
104,23:36:11,0,1.0
105,23:36:12,0,1.0
106,23:36:13,0,1.0
107,23:36:14,0,1.0
108,23:36:15,0,1.0
109,23:36:16,0,1.0
110,23:36:17,0,1.0
111,23:36:18,0,1.0
112,23:36:19,0,1.0
113,23:36:20,0,1.0
114,23:36:21,0,1.0
115,23:36:22,0,1.0
116,23:36:23,0,1.0
117,23:36:24,0,1.0
118,23:36:25,0,1.0
119,23:36:26,0,1.0
120,23:36:27,0,1.0
121,23:36:28,0,1.0
122,23:36:29,1,1.0
123,23:36:30,0,1.0
124,23:36:31,0,1.0
125,23:36:32,1,1.0
126,23:36:33,1,1.0
127,23:36:34,1,1.0
128,23:36:35,0,2.0
129,23:36:36,0,2.0
130,23:36:37,0,2.0
131,23:36:38,0,2.0
132,23:36:39,0,2.0
133,23:36:40,0,2.0
134,23:36:41,0,2.0
135,23:36:42,0,2.0
136,23:36:43,0,2.0
137,23:36:44,0,2.0
138,23:36:45,1,2.0
139,23:36:46,1,3.0
140,23:36:47,1,3.0
141,23:36:48,0,3.0
142,23:36:49,0,3.0
143,23:36:50,0,3.0
144,23:36:51,0,3.0
145,23:36:52,0,3.0
146,23:36:53,0,3.0
147,23:36:54,0,3.0
148,23:36:55,0,3.0
149,23:36:56,0,3.0
150,23:36:57,0,3.0
151,23:36:58,0,3.0
152,23:36:59,0,3.0
153,23:37:00,0,3.0
154,23:37:01,0,3.0
155,23:37:02,0,3.0
156,23:37:03,1,3.0
157,23:37:04,1,3.0
158,23:37:05,1,3.0
159,23:37:06,1,3.0
160,23:37:07,0,3.0
161,23:37:08,0,3.0
162,23:37:09,0,3.0
163,23:37:10,0,3.0
164,23:37:11,0,3.0
165,23:37:12,0,3.0
166,23:37:13,1,1.0
167,23:37:14,0,3.0
168,23:37:15,1,3.0
169,23:37:16,0,1.0
170,23:37:17,0,3.0
171,23:37:18,0,3.0
172,23:37:19,0,1.0
173,23:37:20,0,1.0
174,23:37:21,0,3.0
175,23:37:22,0,3.0
176,23:37:23,0,3.0
177,23:37:24,0,3.0
178,23:37:25,0,3.0
179,23:37:26,0,1.0
180,23:37:27,0,3.0
181,23:37:28,0,3.0
182,23:37:29,0,1.0
183,23:37:30,0,3.0
184,23:37:31,0,3.0
