,Unnamed: 0.1,Unnamed: 0,Timestamp,State,MW,ANX
55,55,55,22:05:18,0,2.0,1.0
56,56,56,22:05:19,0,2.0,1.0
57,57,57,22:05:20,0,1.0,2.0
58,58,58,22:05:21,0,3.0,1.0
59,59,59,22:05:22,0,3.0,1.0
60,60,60,22:05:23,0,2.0,1.0
61,61,61,22:05:24,0,2.0,1.0
62,62,62,22:05:25,0,1.0,2.0
63,63,63,22:05:26,0,1.0,2.0
64,64,64,22:05:27,0,3.0,1.0
65,65,65,22:05:28,0,2.0,2.0
66,66,66,22:05:29,0,3.0,2.0
67,67,67,22:05:30,0,3.0,2.0
68,68,68,22:05:31,0,1.0,2.0
69,69,69,22:05:32,0,3.0,2.0
70,70,70,22:05:33,0,2.0,2.0
71,71,71,22:05:34,0,2.0,2.0
72,72,72,22:05:35,0,3.0,2.0
73,73,73,22:05:36,0,1.0,2.0
74,74,74,22:05:37,0,3.0,2.0
75,75,75,22:05:38,0,3.0,2.0
76,76,76,22:05:39,0,2.0,2.0
77,77,77,22:05:40,0,3.0,2.0
78,78,78,22:05:41,0,1.0,2.0
79,79,79,22:05:42,0,1.0,2.0
80,80,80,22:05:43,0,3.0,2.0
81,81,81,22:05:44,0,2.0,1.0
82,82,82,22:05:45,1,2.0,1.0
83,83,83,22:05:46,1,1.0,2.0
84,84,84,22:05:47,1,1.0,2.0
85,85,85,22:05:48,0,1.0,2.0
86,86,86,22:05:49,0,2.0,2.0
87,87,87,22:05:50,0,2.0,2.0
88,88,88,22:05:51,1,1.0,2.0
89,89,89,22:05:52,1,1.0,2.0
90,90,90,22:05:53,1,1.0,2.0
91,91,91,22:05:54,0,2.0,2.0
92,92,92,22:05:55,0,2.0,2.0
93,93,93,22:05:56,0,2.0,2.0
94,94,94,22:05:57,0,2.0,2.0
95,95,95,22:05:58,0,3.0,2.0
96,96,96,22:05:59,0,2.0,1.0
97,97,97,22:06:00,0,2.0,1.0
98,98,98,22:06:01,0,2.0,2.0
99,99,99,22:06:02,0,3.0,2.0
100,100,100,22:06:03,0,1.0,2.0
101,101,101,22:06:04,0,2.0,2.0
102,102,102,22:06:05,0,2.0,1.0
103,103,103,22:06:06,0,1.0,1.0
104,104,104,22:06:07,0,1.0,2.0
105,105,105,22:06:08,0,1.0,2.0
106,106,106,22:06:09,0,1.0,2.0
107,107,107,22:06:10,0,2.0,1.0
108,108,108,22:06:11,0,2.0,1.0
109,109,109,22:06:12,0,1.0,2.0
110,110,110,22:06:13,0,1.0,2.0
111,111,111,22:06:14,0,1.0,2.0
112,112,112,22:06:15,0,2.0,2.0
113,113,113,22:06:16,0,2.0,1.0
114,114,114,22:06:17,0,1.0,2.0
115,115,115,22:06:18,0,1.0,2.0
116,116,116,22:06:19,0,2.0,2.0
117,117,117,22:06:20,0,2.0,2.0
118,118,118,22:06:21,0,2.0,2.0
119,119,119,22:06:22,0,2.0,2.0
120,120,120,22:06:23,0,1.0,2.0
121,121,121,22:06:24,0,2.0,2.0
122,122,122,22:06:25,0,2.0,2.0
123,123,123,22:06:26,0,2.0,2.0
124,124,124,22:06:27,0,1.0,2.0
125,125,125,22:06:28,0,1.0,2.0
126,126,126,22:06:29,0,2.0,2.0
127,127,127,22:06:30,0,2.0,2.0
128,128,128,22:06:31,0,2.0,2.0
129,129,129,22:06:32,0,1.0,2.0
130,130,130,22:06:33,0,1.0,2.0
131,131,131,22:06:34,0,2.0,2.0
132,132,132,22:06:35,0,2.0,2.0
133,133,133,22:06:36,0,2.0,2.0
134,134,134,22:06:37,0,1.0,2.0
135,135,135,22:06:38,0,1.0,2.0
136,136,136,22:06:39,0,2.0,2.0
137,137,137,22:06:40,0,2.0,1.0
138,138,138,22:06:41,0,1.0,2.0
139,139,139,22:06:42,0,1.0,2.0
140,140,140,22:06:43,0,2.0,2.0
141,141,141,22:06:44,0,2.0,1.0
142,142,142,22:06:45,0,2.0,2.0
143,143,143,22:06:46,0,1.0,2.0
144,144,144,22:06:47,0,1.0,2.0
145,145,145,22:06:48,0,2.0,2.0
146,146,146,22:06:49,0,2.0,1.0
147,147,147,22:06:50,1,2.0,2.0
148,148,148,22:06:51,1,1.0,2.0
149,149,149,22:06:52,0,1.0,2.0
150,150,150,22:06:53,1,2.0,1.0
151,151,151,22:06:54,1,2.0,1.0
152,152,152,22:06:55,1,1.0,2.0
153,153,153,22:06:56,0,1.0,2.0
154,154,154,22:06:57,0,2.0,1.0
155,155,155,22:06:58,0,2.0,1.0
156,156,156,22:06:59,0,2.0,1.0
157,157,157,22:07:00,1,2.0,2.0
158,158,158,22:07:01,1,1.0,2.0
159,159,159,22:07:02,0,2.0,2.0
160,160,160,22:07:03,0,2.0,1.0
161,161,161,22:07:04,0,2.0,2.0
162,162,162,22:07:05,0,1.0,2.0
163,163,163,22:07:06,1,1.0,2.0
164,164,164,22:07:07,0,2.0,1.0
165,165,165,22:07:08,0,2.0,1.0
166,166,166,22:07:09,0,2.0,1.0
167,167,167,22:07:10,0,1.0,2.0
168,168,168,22:07:11,0,1.0,2.0
169,169,169,22:07:12,0,2.0,1.0
170,170,170,22:07:13,0,2.0,1.0
171,171,171,22:07:14,0,2.0,2.0
172,172,172,22:07:15,0,1.0,2.0
173,173,173,22:07:16,0,1.0,2.0
174,174,174,22:07:17,0,2.0,1.0
175,175,175,22:07:18,1,2.0,1.0
176,176,176,22:07:19,1,2.0,2.0
177,177,177,22:07:20,1,1.0,2.0
178,178,178,22:07:21,0,1.0,2.0
179,179,179,22:07:22,1,1.0,2.0
180,180,180,22:07:23,0,2.0,1.0
181,181,181,22:07:24,0,2.0,2.0
182,182,182,22:07:25,0,2.0,2.0
183,183,183,22:07:26,0,1.0,2.0
184,184,184,22:07:27,0,1.0,2.0
